patronID,orderID,arrivalTime,burstTime,priority,serviceStartTime,completionTime,responseTime,waitingTime,turnaroundTime,queueLevel
0,0,296,25,1,297,324,1,1,28,-1
1,1,432,20,2,432,454,0,0,22,-1
2,2,432,75,3,455,532,23,23,100,-1
1,3,459,50,2,532,584,73,73,125,-1
3,4,536,25,4,584,611,48,48,75,-1
2,5,615,70,3,615,686,0,0,71,-1
4,6,658,60,5,687,748,29,29,90,-1
1,7,685,20,2,748,769,63,63,84,-1
3,8,711,40,4,769,811,58,58,100,-1
1,9,772,65,2,811,878,39,39,106,-1
2,10,837,20,3,878,898,41,41,61,-1
4,11,860,75,5,898,976,38,38,116,-1
2,12,903,50,3,977,1027,74,74,124,-1
3,13,922,20,4,1027,1050,105,105,128,-1
5,14,937,25,6,1051,1077,114,114,140,-1
6,15,984,25,7,1077,1103,93,93,119,-1
7,16,1050,25,8,1103,1129,53,53,79,-1
3,17,1054,25,4,1129,1156,75,75,102,-1
4,18,1057,50,5,1156,1208,99,99,151,-1
8,19,1153,25,9,1208,1234,55,55,81,-1
5,20,1178,60,6,1234,1297,56,56,119,-1
6,21,1256,65,7,1297,1363,41,41,107,-1
3,22,1308,70,4,1363,1434,55,55,126,-1
8,23,1335,25,9,1437,1463,102,102,128,-1
9,24,1348,25,10,1463,1490,115,115,142,-1
5,25,1409,75,6,1490,1566,81,81,157,-1
6,26,1414,70,7,1566,1637,152,152,223,-1
3,27,1585,25,4,1637,1663,52,52,78,-1
9,28,1591,75,10,1663,1740,72,72,149,-1
8,29,1614,20,9,1740,1762,126,126,148,-1
5,30,1647,200,6,1762,1962,115,115,315,-1
8,31,1767,50,9,1962,2014,195,195,247,-1
6,32,1788,50,7,2014,2066,226,226,278,-1
3,33,1815,25,4,2066,2092,251,251,277,-1
9,34,1850,65,10,2093,2159,243,243,309,-1
10,35,1956,50,11,2160,2211,204,204,255,-1
11,36,1978,75,12,2212,2287,234,234,309,-1
6,37,2167,25,7,2287,2314,120,120,147,-1
3,38,2193,60,4,2315,2377,122,122,184,-1
9,39,2210,200,10,2378,2580,168,168,370,-1
10,40,2313,25,11,2580,2607,267,267,294,-1
12,41,2332,200,13,2607,2809,275,275,477,-1
11,42,2368,25,12,2809,2836,441,441,468,-1
6,43,2416,25,7,2837,2863,421,421,447,-1
9,44,2591,70,10,2863,2934,272,272,343,-1
13,45,2620,200,14,2934,3135,314,314,515,-1
14,46,2662,25,15,3135,3162,473,473,500,-1
15,47,2692,40,16,3163,3205,471,471,513,-1
10,48,2707,65,11,3205,3272,498,498,565,-1
16,49,2730,25,17,3272,3298,542,542,568,-1
12,50,2819,75,13,3298,3374,479,479,555,-1
17,51,2922,25,18,3374,3400,452,452,478,-1
6,52,2964,50,7,3401,3451,437,437,487,-1
11,53,2987,25,12,3451,3477,464,464,490,-1
9,54,3085,65,10,3477,3544,392,392,459,-1
18,55,3105,25,19,3544,3570,439,439,465,-1
19,56,3191,20,20,3571,3592,380,380,401,-1
20,57,3280,25,21,3592,3618,312,312,338,-1
21,58,3308,100,22,3619,3720,311,311,412,-1
15,59,3316,60,16,3720,3782,404,404,466,-1
10,60,3323,25,11,3782,3809,459,459,486,-1
22,61,3345,60,23,3809,3870,464,464,525,-1
23,62,3375,25,24,3870,3898,495,495,523,-1
24,63,3415,25,25,3898,3924,483,483,509,-1
16,64,3450,75,17,3924,3999,474,474,549,-1
25,65,3460,20,26,4000,4021,540,540,561,-1
12,66,3485,25,13,4021,4047,536,536,562,-1
17,67,3501,200,18,4047,4249,546,546,748,-1
