patronID,orderID,arrivalTime,burstTime,priority,serviceStartTime,completionTime,responseTime,waitingTime,turnaroundTime,queueLevel
1,0,243,25,2,246,272,3,3,29,-2
0,1,243,25,1,312,340,69,69,97,-2
2,2,369,75,3,370,446,1,1,77,-2
3,3,420,200,4,448,649,28,28,229,-2
2,5,527,25,3,649,675,122,122,148,-2
4,6,550,65,5,676,843,126,126,293,-2
1,4,424,20,2,844,870,420,420,446,-2
6,8,658,25,7,873,899,215,215,241,-2
1,10,882,200,2,899,1102,17,17,220,-2
3,9,659,100,4,1102,1203,443,443,544,-2
4,11,896,40,5,1203,1244,307,307,348,-2
7,12,1000,25,8,1244,1270,244,244,270,-2
5,7,655,50,6,1270,1322,615,615,667,-2
1,14,1113,50,2,1323,1375,210,210,262,-2
6,13,1051,25,7,1375,1401,324,324,350,-2
8,15,1126,65,9,1401,1467,275,275,341,-2
9,16,1231,25,10,1467,1495,236,236,264,-2
4,19,1355,40,5,1495,1536,140,140,181,-2
11,21,1423,75,12,1536,1613,113,113,190,-2
1,24,1476,60,2,1614,1675,138,138,199,-2
9,31,1645,25,10,1676,1703,31,31,58,-2
10,17,1305,25,11,1703,1729,398,398,424,-2
15,27,1552,20,16,1730,1751,178,178,199,-2
14,25,1508,60,15,1751,1812,243,243,304,-2
12,22,1451,40,13,1812,1854,361,361,403,-2
13,23,1459,25,14,1854,1882,395,395,423,-2
7,20,1373,25,8,1882,1908,509,509,535,-2
8,26,1519,100,9,1908,2009,389,389,490,-2
4,32,1648,20,5,2009,2029,361,361,381,-2
19,34,1698,75,20,2029,2106,331,331,408,-2
18,33,1649,25,19,2106,2132,457,457,483,-2
10,37,1882,65,11,2132,2198,250,250,316,-2
4,42,2034,25,5,2198,2224,164,164,190,-2
8,44,2131,200,9,2225,2425,94,94,294,-2
19,46,2218,100,20,2425,2527,207,207,309,-2
25,50,2283,40,26,2528,2569,245,245,286,-2
7,41,2009,25,8,2569,2595,560,560,586,-2
28,55,2546,40,29,2595,2637,49,49,91,-2
21,40,1978,100,22,2638,2739,660,660,761,-2
10,48,2249,100,11,2739,2847,490,490,598,-2
24,49,2275,70,25,2847,2922,572,572,647,-2
3,18,1325,65,4,2923,2988,1598,1598,1663,-2
