patronID,orderID,arrivalTime,burstTime,priority,serviceStartTime,completionTime,responseTime,waitingTime,turnaroundTime,queueLevel
1,0,208,25,2,211,241,3,3,33,0
0,1,208,25,1,280,306,72,72,98,0
2,2,344,25,3,345,371,1,1,27,0
0,4,517,20,1,559,584,42,42,67,0
0,6,588,25,1,626,652,38,38,64,0
3,5,578,70,4,585,766,7,115,188,1
2,3,486,200,3,514,848,28,159,362,2
0,8,804,25,1,890,917,86,86,113,0
3,10,917,25,4,958,984,41,41,67,0
4,7,778,60,5,849,1005,71,166,227,1
2,9,860,60,3,917,1028,57,104,168,1
5,11,1050,25,6,1052,1079,2,2,29,0
0,12,1067,40,1,1079,1121,12,12,54,0
5,15,1180,25,6,1207,1232,27,27,52,0
3,13,1084,75,4,1122,1281,38,116,197,1
6,16,1268,40,7,1281,1323,13,13,55,0
2,14,1139,75,3,1166,1360,27,143,221,1
5,17,1334,20,6,1360,1383,26,26,49,0
2,20,1442,25,3,1476,1502,34,34,60,0
3,18,1393,100,4,1395,1564,2,69,171,1
6,19,1435,200,7,1435,1727,0,88,292,2
7,23,1718,25,8,1810,1836,92,92,118,0
8,25,1823,40,9,1878,1919,55,55,96,0
2,21,1654,100,3,1727,1981,73,224,327,1
3,22,1685,75,4,1768,2059,83,296,374,1
6,24,1737,60,7,1837,2121,100,323,384,1
3,29,2141,40,4,2168,2208,27,27,67,0
7,26,1938,70,8,1982,2240,44,230,302,1
8,27,2031,100,9,2059,2301,28,167,270,1
2,28,2102,50,3,2125,2312,23,156,210,1
3,30,2319,70,4,2321,2393,2,2,74,1
8,31,2423,40,9,2424,2466,1,1,43,0
9,32,2424,25,10,2466,2492,42,42,68,0
10,33,2485,25,11,2492,2520,7,7,35,0
11,34,2535,25,12,2537,2563,2,2,28,0
8,35,2579,25,9,2580,2607,1,1,28,0
11,36,2664,75,12,2666,2826,2,85,162,1
10,37,2671,100,11,2707,2888,36,113,217,1
8,38,2708,100,9,2749,2992,41,182,284,1
12,39,2830,65,13,2889,3183,59,286,353,1
14,44,3207,25,15,3265,3292,58,58,85,0
10,41,3008,70,11,3034,3366,26,286,358,1
13,42,3030,60,14,3074,3388,44,295,358,1
8,43,3113,50,9,3116,3441,3,275,328,1
12,45,3235,65,13,3293,3468,58,165,233,1
14,47,3443,25,15,3468,3494,25,25,51,0
15,46,3383,50,16,3388,3508,5,71,125,1
11,40,2937,200,12,2993,3591,56,449,654,2
11,51,3602,25,12,3715,3740,113,113,138,0
14,53,3647,20,15,3782,3802,135,135,155,0
16,54,3716,25,17,3803,3829,87,87,113,0
10,48,3518,50,11,3591,3882,73,311,364,1
12,49,3520,100,13,3633,3943,113,321,423,1
16,57,3981,25,17,3984,4011,3,3,30,0
8,50,3541,100,9,3674,4072,133,429,531,1
12,58,4064,40,13,4073,4114,9,9,50,0
15,52,3610,60,16,3741,4135,131,463,525,1
17,59,4120,25,18,4135,4162,15,15,42,0
14,55,3806,70,15,3829,4235,23,355,429,1
18,62,4233,25,19,4276,4302,43,43,69,0
15,63,4246,20,16,4302,4323,56,56,77,0
14,67,4389,25,15,4464,4491,75,75,102,0
18,68,4406,20,19,4491,4516,85,85,110,0
11,56,3892,100,12,3943,4578,51,584,686,1
16,60,4162,50,17,4162,4645,0,417,483,1
19,66,4330,60,20,4414,5071,84,658,741,1
18,69,4521,65,19,4578,5098,57,509,577,1
14,70,4645,70,15,4645,5133,0,411,488,1
11,71,4703,75,12,4778,5170,75,388,467,1
16,72,4745,100,17,4820,5236,75,374,491,1
19,73,5194,25,20,5236,5264,42,42,70,0
11,74,5253,100,12,5264,5380,11,11,127,1
12,61,4226,200,13,4235,5463,9,1022,1237,2
17,64,4263,200,18,4323,5546,60,1077,1283,2
12,75,5488,60,13,5546,5679,58,108,191,1
17,76,5570,75,18,5596,5717,26,61,147,1
15,65,4327,200,16,4364,5799,37,1255,1472,2
17,77,5799,25,18,5799,5826,0,0,27,0
15,79,5814,25,16,5877,5904,63,63,90,0
12,78,5799,70,13,5826,5946,27,54,147,1
17,80,5977,20,18,5978,6011,1,1,34,0
17,81,6016,25,18,6018,6043,2,2,27,0
12,82,6105,60,13,6106,6172,1,1,67,1
17,83,6204,25,18,6205,6231,1,1,27,0
