patronID,orderID,arrivalTime,burstTime,priority,serviceStartTime,completionTime,responseTime,waitingTime,turnaroundTime,queueLevel
0,0,310,25,1,313,339,3,3,29,-2
1,1,408,20,2,409,430,1,1,22,-2
2,2,427,75,3,430,507,3,3,80,-2
1,3,433,50,2,508,559,75,75,126,-2
3,4,538,25,4,560,586,22,22,48,-2
2,5,588,70,3,589,660,1,1,72,-2
4,7,661,20,5,661,682,0,0,21,-2
1,6,661,60,2,683,744,22,22,83,-2
3,9,687,40,4,744,786,57,57,99,-2
4,8,687,65,5,786,852,99,99,165,-2
2,10,811,20,3,852,874,41,41,63,-2
1,11,856,75,2,874,950,18,18,94,-2
2,12,877,50,3,950,1002,73,73,125,-2
3,13,897,20,4,1002,1023,105,105,126,-2
4,14,903,25,5,1024,1050,121,121,147,-2
5,15,939,25,6,1051,1076,112,112,137,-2
6,16,985,25,7,1077,1103,92,92,118,-2
3,17,1027,25,4,1104,1130,77,77,103,-2
7,18,1053,50,8,1130,1181,77,77,128,-2
8,19,1156,25,9,1182,1208,26,26,52,-2
5,20,1228,60,6,1229,1291,1,1,63,-2
6,21,1254,65,7,1291,1358,37,37,104,-2
3,22,1281,70,4,1359,1430,78,78,149,-2
8,23,1310,25,9,1430,1457,120,120,147,-2
9,24,1351,25,10,1458,1484,107,107,133,-2
5,25,1401,75,6,1484,1561,83,83,160,-2
6,26,1410,70,7,1561,1632,151,151,222,-2
3,27,1582,25,4,1632,1658,50,50,76,-2
9,28,1586,75,10,1659,1735,73,73,149,-2
8,29,1609,20,9,1735,1756,126,126,147,-2
5,30,1641,200,6,1756,1959,115,115,318,-2
8,31,1761,50,9,1960,2011,199,199,250,-2
6,32,1783,50,7,2011,2063,228,228,280,-2
3,33,1808,25,4,2063,2089,255,255,281,-2
9,34,1848,65,10,2090,2155,242,242,307,-2
10,35,1959,50,11,2156,2207,197,197,248,-2
11,36,1980,75,12,2207,2283,227,227,303,-2
6,37,2163,25,7,2283,2310,120,120,147,-2
3,38,2189,60,4,2310,2371,121,121,182,-2
9,39,2207,200,10,2371,2573,164,164,366,-2
10,40,2308,25,11,2576,2602,268,268,294,-2
12,41,2342,200,13,2602,2803,260,260,461,-2
11,42,2365,25,12,2803,2830,438,438,465,-2
6,43,2411,25,7,2830,2856,419,419,445,-2
9,44,2587,70,10,2856,2927,269,269,340,-2
13,45,2622,200,14,2927,3129,305,305,507,-2
14,46,2665,25,15,3129,3155,464,464,490,-2
15,47,2694,40,16,3155,3197,461,461,503,-2
10,48,2702,65,11,3198,3264,496,496,562,-2
16,49,2732,25,17,3265,3291,533,533,559,-2
12,50,2814,75,13,3291,3367,477,477,553,-2
17,51,2925,25,18,3367,3393,442,442,468,-2
