patronID,orderID,arrivalTime,burstTime,priority,serviceStartTime,completionTime,responseTime,waitingTime,turnaroundTime,queueLevel
0,0,674,25,1,676,703,2,2,29,-1
1,1,991,20,2,991,1013,0,0,22,-1
1,2,1017,75,2,1017,1093,0,0,76,-1
2,3,1154,50,3,1154,1206,0,0,52,-1
1,4,1175,25,2,1206,1234,31,31,59,-1
2,5,1307,70,3,1307,1378,0,0,71,-1
2,6,1529,60,3,1529,1590,0,0,61,-1
3,7,2333,20,4,2333,2354,0,0,21,-1
3,8,2358,40,4,2358,2399,0,0,41,-1
3,9,2509,65,4,2509,2575,0,0,66,-1
3,10,2626,20,4,2626,2646,0,0,20,-1
3,11,2652,75,4,2652,2729,0,0,77,-1
3,12,2811,50,4,2811,2862,0,0,51,-1
3,13,2964,20,4,2964,2984,0,0,20,-1
4,14,3104,25,5,3104,3130,0,0,26,-1
5,15,3191,25,6,3191,3217,0,0,26,-1
4,16,3232,25,5,3232,3258,0,0,26,-1
5,17,3369,25,6,3369,3396,0,0,27,-1
4,18,3410,50,5,3410,3462,0,0,52,-1
6,19,3414,25,7,3462,3488,48,48,74,-1
7,20,3459,60,8,3489,3549,30,30,90,-1
5,22,3547,70,6,3549,3620,2,2,73,-1
4,23,3563,25,5,3620,3648,57,57,85,-1
6,24,3590,25,7,3648,3674,58,58,84,-1
8,21,3524,65,9,3674,3740,150,150,216,-1
5,25,3772,75,6,3772,3849,0,0,77,-1
4,28,3799,75,5,3861,3939,62,62,140,-1
5,29,3936,20,6,3939,3961,3,3,25,-1
6,26,3776,70,7,3965,4037,189,189,261,-1
5,30,3967,200,6,4037,4239,70,70,272,-1
4,31,4050,50,5,4239,4297,189,189,247,-1
6,32,4188,50,7,4297,4353,109,109,165,-1
8,27,3791,25,9,4353,4379,562,562,588,-1
9,33,4199,25,10,4379,4405,180,180,206,-1
4,34,4400,65,5,4405,4472,5,5,72,-1
6,35,4462,50,7,4472,4530,10,10,68,-1
8,37,4530,25,9,4530,4556,0,0,26,-1
9,36,4513,75,10,4556,4633,43,43,120,-1
6,38,4641,60,7,4641,4707,0,0,66,-1
8,39,4657,200,9,4707,4912,50,50,255,-1
9,40,4715,25,10,4912,4938,197,197,223,-1
9,41,5046,200,10,5046,5252,0,0,206,-1
9,42,5268,25,10,5268,5294,0,0,26,-1
9,43,5445,25,10,5445,5472,0,0,27,-1
9,44,5579,70,10,5579,5652,0,0,73,-1
