patronID,orderID,arrivalTime,burstTime,priority,serviceStartTime,completionTime,responseTime,waitingTime,turnaroundTime,queueLevel
1,0,238,25,2,241,268,3,3,30,-1
0,1,238,25,1,313,340,75,75,102,-1
2,2,364,75,3,364,440,0,0,76,-1
1,4,421,20,2,441,462,20,20,41,-1
3,3,416,200,4,463,664,47,47,248,-1
1,5,466,25,2,665,691,199,199,225,-1
5,8,650,25,6,692,719,42,42,69,-1
4,7,545,50,5,719,771,174,174,226,-1
2,6,522,65,3,771,837,249,249,315,-1
1,11,793,40,2,837,878,44,44,85,-1
4,12,873,25,5,878,905,5,5,32,-1
6,9,653,100,7,906,1007,253,253,354,-1
1,13,989,25,2,1007,1033,18,18,44,-1
7,14,994,50,8,1033,1085,39,39,91,-1
4,15,1008,65,5,1095,1162,87,87,154,-1
8,16,1123,25,9,1162,1188,39,39,65,-1
6,17,1128,25,7,1188,1216,60,60,88,-1
4,19,1212,40,5,1216,1258,4,4,46,-1
9,20,1227,25,10,1258,1285,31,31,58,-1
7,18,1186,65,8,1287,1353,101,101,167,-1
8,22,1339,40,9,1354,1394,15,15,55,-1
6,23,1368,25,7,1394,1421,26,26,53,-1
11,27,1417,50,12,1421,1472,4,4,55,-1
12,28,1445,20,13,1472,1494,27,27,49,-1
13,29,1453,25,14,1494,1520,41,41,67,-1
14,30,1504,20,15,1520,1541,16,16,37,-1
8,31,1505,25,9,1542,1570,37,37,65,-1
14,32,1546,20,15,1570,1592,24,24,46,-1
6,35,1572,20,7,1593,1613,21,21,41,-1
15,33,1547,25,16,1614,1640,67,67,93,-1
6,39,1618,20,7,1640,1662,22,22,44,-1
17,38,1598,25,18,1662,1689,64,64,91,-1
6,41,1667,25,7,1689,1716,22,22,49,-1
8,42,1672,25,9,1717,1742,45,45,70,-1
4,24,1370,60,5,1743,1804,373,373,434,-1
9,25,1387,60,10,1804,1865,417,417,478,-1
6,45,1817,20,7,1868,1890,51,51,73,-1
20,47,1890,20,21,1891,1912,1,1,22,-1
14,37,1597,65,15,1912,1979,315,315,382,-1
21,51,1973,25,22,1979,2005,6,6,32,-1
20,50,1917,40,21,2005,2046,88,88,129,-1
19,43,1693,70,20,2047,2118,354,354,425,-1
4,49,1915,70,5,2118,2189,203,203,274,-1
23,54,2145,25,24,2190,2216,45,45,71,-1
20,56,2157,40,21,2216,2256,59,59,99,-1
21,55,2157,50,22,2256,2307,99,99,150,-1
24,58,2270,40,25,2308,2348,38,38,78,-1
23,60,2318,25,24,2348,2375,30,30,57,-1
20,63,2367,20,21,2375,2396,8,8,29,-1
4,61,2340,25,5,2396,2423,56,56,83,-1
20,64,2401,25,21,2423,2449,22,22,48,-1
27,66,2419,25,28,2450,2477,31,31,58,-1
25,59,2278,50,26,2477,2529,199,199,251,-1
23,68,2526,25,24,2529,2555,3,3,29,-1
28,69,2541,25,29,2555,2581,14,14,40,-1
4,67,2524,50,5,2581,2633,57,57,109,-1
25,71,2630,25,26,2633,2660,3,3,30,-1
19,57,2270,60,20,2660,2721,390,390,451,-1
21,65,2409,60,22,2721,2782,312,312,373,-1
30,75,2732,25,31,2782,2809,50,50,77,-1
28,74,2732,40,29,2809,2859,77,77,127,-1
19,77,2834,20,20,2860,2883,26,26,49,-1
23,72,2706,65,24,2883,2958,177,177,252,-1
21,80,2900,20,22,2958,2991,58,58,91,-1
31,79,2892,25,32,2992,3031,100,100,139,-1
30,81,2925,25,31,3031,3066,106,106,141,-1
19,78,2892,50,20,3066,3125,174,174,233,-1
33,83,2958,65,34,3125,3191,167,167,233,-1
31,86,3192,25,32,3192,3225,0,0,33,-1
19,87,3225,20,20,3227,3258,2,2,33,-1
33,90,3242,20,34,3259,3283,17,17,41,-1
30,89,3225,25,31,3283,3317,58,58,92,-1
33,92,3291,20,34,3317,3350,26,26,59,-1
35,93,3309,20,36,3350,3374,41,41,65,-1
33,95,3365,20,34,3374,3406,9,9,41,-1
19,91,3275,25,20,3406,3438,131,131,163,-1
31,94,3327,25,32,3439,3471,112,112,144,-1
34,88,3225,40,35,3472,3513,247,247,288,-1
30,98,3472,40,31,3514,3562,42,42,90,-1
36,99,3529,25,37,3562,3595,33,33,66,-1
19,101,3595,20,20,3595,3629,0,0,34,-1
31,100,3579,25,32,3631,3662,52,52,83,-1
38,103,3630,25,39,3662,3694,32,32,64,-1
39,105,3678,25,40,3694,3727,16,16,49,-1
30,106,3678,25,31,3728,3765,50,50,87,-1
35,96,3391,50,36,3766,3818,375,375,427,-1
19,104,3637,50,20,3819,3874,182,182,237,-1
41,110,3857,20,42,3874,3899,17,17,42,-1
39,111,3891,20,40,3899,3923,8,8,32,-1
21,84,3000,65,22,3924,3997,924,924,997,-1
43,115,3964,60,44,3997,4064,33,33,100,-1
21,117,4055,25,22,4064,4098,9,9,43,-1
38,109,3857,65,39,4098,4174,241,241,317,-1
14,52,2030,70,15,4175,4256,2145,2145,2226,-1
46,121,4214,20,47,4257,4285,43,43,71,-1
38,122,4232,50,39,4285,4351,53,53,119,-1
46,123,4301,50,47,4351,4409,50,50,108,-1
29,73,2727,70,30,4409,4484,1682,1682,1757,-1
38,124,4459,25,39,4485,4517,26,26,58,-1
47,125,4484,40,48,4518,4560,34,34,76,-1
46,126,4518,50,47,4560,4616,42,42,98,-1
25,76,2818,70,26,4617,4689,1799,1799,1871,-1
29,127,4642,20,30,4690,4716,48,48,74,-1
47,129,4677,25,48,4717,4746,40,40,69,-1
32,82,2925,70,33,4746,4831,1821,1821,1906,-1
44,116,4030,70,45,4831,4906,801,801,876,-1
47,133,4856,25,48,4907,4941,51,51,85,-1
38,128,4677,70,39,4941,5024,264,264,347,-1
32,135,4982,20,33,5025,5056,43,43,74,-1
10,21,1302,75,11,5057,5135,3755,3755,3833,-1
32,136,5066,20,33,5136,5163,70,70,97,-1
16,34,1557,75,17,5163,5245,3606,3606,3688,-1
32,138,5171,25,33,5245,5279,74,74,108,-1
10,140,5254,60,11,5280,5353,26,26,99,-1
40,107,3728,75,41,5353,5436,1625,1625,1708,-1
16,141,5369,25,17,5437,5470,68,68,101,-1
32,142,5436,60,33,5470,5537,34,34,101,-1
36,108,3750,75,37,5537,5627,1787,1787,1877,-1
41,112,3907,75,42,5627,5717,1720,1720,1810,-1
32,145,5652,20,33,5717,5742,65,65,90,-1
36,146,5742,20,37,5742,5767,0,0,25,-1
32,147,5757,25,33,5767,5800,10,10,43,-1
41,149,5800,25,42,5801,5834,1,1,34,-1
42,114,3924,75,43,5834,5923,1910,1910,1999,-1
43,119,4190,75,44,5924,6007,1734,1734,1817,-1
42,150,6007,25,43,6007,6049,0,0,42,-1
29,131,4731,75,30,6051,6126,1320,1320,1395,-1
46,132,4731,75,47,6127,6212,1396,1396,1481,-1
49,151,6143,65,50,6212,6285,69,69,142,-1
29,153,6212,65,30,6285,6359,73,73,147,-1
49,155,6343,50,50,6360,6417,17,17,74,-1
29,156,6417,70,30,6417,6500,0,0,83,-1
25,134,4856,75,26,6500,6575,1644,1644,1719,-1
44,137,5066,75,45,6576,6659,1510,1510,1593,-1
29,157,6650,40,30,6659,6701,9,9,51,-1
25,158,6659,65,26,6701,6775,42,42,116,-1
38,139,5187,75,39,6775,6857,1588,1588,1670,-1
29,160,6817,40,30,6858,6908,41,41,91,-1
10,143,5470,75,11,6908,6992,1438,1438,1522,-1
38,162,6975,40,39,6992,7042,17,17,67,-1
42,152,6160,75,43,7042,7119,882,882,959,-1
46,154,6301,75,47,7120,7196,819,819,895,-1
38,165,7155,20,39,7196,7221,41,41,66,-1
10,164,7074,75,11,7222,7304,148,148,230,-1
42,166,7239,40,43,7304,7346,65,65,107,-1
46,167,7313,25,47,7347,7379,34,34,66,-1
10,168,7388,75,11,7390,7477,2,2,89,-1
7,26,1404,100,8,7479,7593,6075,6075,6189,-1
46,169,7485,25,47,7594,7626,109,109,141,-1
10,170,7594,25,11,7626,7659,32,32,65,-1
11,36,1573,100,12,7659,7776,6086,6086,6203,-1
7,171,7726,40,8,7777,7825,51,51,99,-1
10,172,7817,25,11,7826,7859,9,9,42,-1
18,40,1643,100,19,7860,7974,6217,6217,6331,-1
11,173,7908,40,12,7975,8017,67,67,109,-1
8,46,1843,100,9,8017,8119,6174,6174,6276,-1
18,174,8102,40,19,8120,8161,18,18,59,-1
11,175,8136,25,12,8161,8194,25,25,58,-1
6,48,1895,100,7,8194,8299,6299,6299,6404,-1
18,177,8275,25,19,8300,8326,25,25,51,-1
27,70,2578,100,28,8326,8441,5748,5748,5863,-1
11,178,8350,25,12,8442,8474,92,92,124,-1
18,179,8442,75,19,8474,8555,32,32,113,-1
23,85,3016,100,24,8555,8662,5539,5539,5646,-1
27,180,8572,65,28,8662,8732,90,90,160,-1
18,182,8646,65,19,8732,8805,86,86,159,-1
27,184,8789,25,28,8805,8848,16,16,59,-1
11,181,8589,75,12,8848,8939,259,259,350,-1
18,185,8864,65,19,8939,9012,75,75,148,-1
27,186,9012,25,28,9012,9053,0,0,41,-1
11,187,9053,50,12,9053,9121,0,0,68,-1
18,188,9070,65,19,9121,9186,51,51,116,-1
37,102,3612,100,38,9187,9295,5575,5575,5683,-1
11,189,9228,65,12,9295,9371,67,67,143,-1
18,190,9244,75,19,9372,9457,128,128,213,-1
37,191,9431,65,38,9457,9530,26,26,99,-1
48,130,4706,100,49,9530,9639,4824,4824,4933,-1
37,192,9589,65,38,9640,9706,51,51,117,-1
25,161,6828,100,26,9706,9814,2878,2878,2986,-1
37,193,9757,25,38,9814,9847,57,57,90,-1
48,194,9765,65,49,9847,9922,82,82,157,-1
23,183,8789,100,24,9922,10028,1133,1133,1239,-1
25,195,9948,75,26,10028,10111,80,80,163,-1
3,10,675,200,4,10112,10323,9437,9437,9648,-1
15,44,1741,200,16,10323,10531,8582,8582,8790,-1
3,197,10340,65,4,10531,10597,191,191,257,-1
15,198,10547,25,16,10597,10630,50,50,83,-1
22,53,2086,200,23,10631,10838,8545,8545,8752,-1
3,199,10647,100,4,10838,10946,191,191,299,-1
22,201,10857,40,23,10947,10996,90,90,139,-1
26,62,2341,200,27,10997,11199,8656,8656,8858,-1
22,202,11114,75,23,11199,11281,85,85,167,-1
26,203,11215,20,27,11282,11314,67,67,99,-1
33,97,3417,200,34,11314,11522,7897,7897,8105,-1
22,205,11396,50,23,11523,11581,127,127,185,-1
26,204,11323,75,27,11582,11665,259,259,342,-1
35,113,3924,200,36,11665,11873,7741,7741,7949,-1
22,206,11682,25,23,11873,11914,191,191,232,-1
35,208,11890,40,36,11914,11957,24,24,67,-1
26,207,11783,75,27,11957,12033,174,174,250,-1
45,118,4064,200,46,12033,12241,7969,7969,8177,-1
22,209,12066,75,23,12242,12324,176,176,258,-1
45,210,12265,20,46,12324,12356,59,59,91,-1
21,120,4214,200,22,12357,12565,8143,8143,8351,-1
45,211,12374,70,46,12566,12639,192,192,265,-1
21,212,12590,50,22,12640,12704,50,50,114,-1
40,144,5521,200,41,12704,12912,7183,7183,7391,-1
45,213,12794,50,46,12912,12976,118,118,182,-1
40,214,12928,25,41,12976,13009,48,48,81,-1
36,148,5775,200,37,13011,13218,7236,7236,7443,-1
40,216,13167,25,41,13219,13253,52,52,86,-1
36,217,13235,25,37,13253,13285,18,18,50,-1
45,215,13085,75,46,13286,13378,201,201,293,-1
44,159,6743,200,45,13380,13588,6637,6637,6845,-1
36,218,13392,25,37,13588,13619,196,196,227,-1
45,219,13498,25,46,13620,13653,122,122,155,-1
44,220,13604,75,45,13654,13735,50,50,131,-1
29,163,7030,200,30,13735,13940,6705,6705,6910,-1
44,221,13859,75,45,13941,14024,82,82,165,-1
8,176,8251,200,9,14024,14233,5773,5773,5982,-1
48,196,9975,200,49,14233,14436,4258,4258,4461,-1
8,222,14250,100,9,14436,14543,186,186,293,-1
48,223,14461,65,49,14543,14610,82,82,149,-1
15,200,10789,200,16,14611,14818,3822,3822,4029,-1
48,224,14668,20,49,14818,14843,150,150,175,-1
15,225,14835,20,16,14843,14877,8,8,42,-1
48,226,14860,40,49,14877,14919,17,17,59,-1
15,227,14894,50,16,14920,14978,26,26,84,-1
48,228,15037,25,49,15037,15068,0,0,31,-1
15,229,15084,40,16,15084,15125,0,0,41,-1
15,230,15236,40,16,15237,15286,1,1,50,-1
