patronID,orderID,arrivalTime,burstTime,priority,serviceStartTime,completionTime,responseTime,waitingTime,turnaroundTime,queueLevel
1,1,210,25,2,215,246,5,5,36,0
0,0,210,25,1,280,306,70,70,96,0
2,2,341,25,3,343,368,2,2,27,0
1,4,399,20,2,410,433,11,11,34,0
4,6,415,25,5,474,502,59,59,87,0
2,8,469,25,3,545,571,76,76,102,0
6,10,625,25,7,696,723,71,71,98,0
4,11,653,25,5,724,750,71,71,97,0
2,12,723,40,3,751,793,28,28,70,0
4,15,853,25,5,876,903,23,23,50,0
0,5,407,70,1,434,935,27,457,528,1
2,16,904,40,3,935,976,31,31,72,0
1,7,437,60,2,502,999,65,497,562,1
5,9,578,60,6,654,1020,76,380,442,1
7,13,777,75,8,793,1058,16,203,281,1
8,17,1051,20,9,1058,1079,7,7,28,0
6,14,824,75,7,834,1116,10,213,292,1
1,20,1110,25,2,1199,1226,89,89,116,0
6,23,1198,25,7,1310,1336,112,112,138,0
10,25,1238,40,11,1378,1419,140,140,181,0
6,29,1438,40,7,1541,1582,103,103,144,0
14,31,1524,40,15,1623,1665,99,99,141,0
10,32,1531,25,11,1665,1692,134,134,161,0
15,33,1588,25,16,1692,1718,104,104,130,0
16,34,1601,25,17,1719,1744,118,118,143,0
6,35,1693,25,7,1745,1771,52,52,78,0
8,18,1083,100,9,1116,2127,33,941,1044,1
5,21,1131,100,6,1227,2270,96,1037,1139,1
7,22,1168,75,8,1268,2347,100,1102,1179,1
9,24,1208,60,10,1337,2368,129,1098,1160,1
11,26,1268,70,12,1419,2401,151,1059,1133,1
23,44,2374,25,24,2401,2427,27,27,53,0
25,47,2410,25,26,2510,2535,100,100,125,0
9,51,2479,25,10,2658,2684,179,179,205,0
29,53,2535,20,30,2726,2747,191,191,212,0
23,54,2578,25,24,2748,2781,170,170,203,0
31,57,2727,25,32,2880,2913,153,153,186,0
29,58,2751,40,30,2913,2955,162,162,204,0
32,59,2831,25,33,2955,2989,124,124,158,0
23,62,2945,25,24,3071,3104,126,126,159,0
34,63,3038,20,35,3104,3129,66,66,91,0
34,67,3137,25,35,3270,3303,133,133,166,0
23,68,3214,20,24,3304,3338,90,90,124,0
12,27,1280,100,13,1460,3502,180,2115,2222,1
1,28,1378,50,2,1501,3561,123,2126,2183,1
13,30,1516,70,14,1582,3601,66,2005,2085,1
17,36,1718,75,18,1772,3644,54,1841,1926,1
12,73,3636,25,13,3695,3721,59,59,85,0
13,78,3753,25,14,3913,3945,160,160,192,0
17,79,3765,25,18,3945,3977,180,180,212,0
12,80,3880,20,13,3977,4002,97,97,122,0
41,81,3888,25,42,4003,4036,115,115,148,0
12,83,4019,25,13,4077,4110,58,58,91,0
13,85,4101,25,14,4151,4185,50,50,84,0
41,89,4193,25,42,4319,4351,126,126,158,0
47,91,4284,40,48,4402,4443,118,118,159,0
13,92,4293,25,14,4443,4469,150,150,176,0
48,93,4333,20,49,4469,4501,136,136,168,0
18,37,1743,100,19,1814,4574,71,2717,2831,1
41,95,4509,25,42,4615,4648,106,106,139,0
13,97,4574,40,14,4699,4741,125,125,167,0
