patronID,orderID,arrivalTime,burstTime,priority,serviceStartTime,completionTime,responseTime,waitingTime,turnaroundTime,queueLevel
1,0,222,25,2,224,251,2,2,29,-2
0,1,222,25,1,286,312,64,64,90,-2
2,2,341,25,3,343,370,2,2,29,-2
3,3,343,200,4,370,572,27,27,229,-2
1,4,353,20,2,572,594,219,219,241,-2
3,9,583,60,4,594,655,11,11,72,-2
2,7,471,60,3,655,716,184,184,245,-2
4,5,415,70,5,718,793,303,303,378,-2
0,6,465,25,1,793,819,328,328,354,-2
1,10,598,25,2,819,845,221,221,247,-2
5,8,578,25,6,845,873,267,267,295,-2
3,12,766,40,4,874,914,108,108,148,-2
6,11,625,25,7,915,943,290,290,318,-2
2,14,828,75,3,945,1021,117,117,193,-2
7,13,777,75,8,1021,1097,244,244,320,-2
1,16,946,40,2,1097,1139,151,151,193,-2
5,18,1024,100,6,1139,1241,115,115,217,-2
3,19,1027,200,4,1241,1442,214,214,415,-2
6,20,1043,25,7,1442,1468,399,399,425,-2
0,17,970,20,1,1468,1489,498,498,519,-2
12,28,1278,50,13,1489,1540,211,211,262,-2
9,24,1208,60,10,1541,1602,333,333,394,-2
4,15,944,25,5,1602,1628,658,658,684,-2
0,31,1494,40,1,1628,1669,134,134,175,-2
2,22,1102,75,3,1669,1746,567,567,644,-2
14,33,1524,25,15,1746,1772,222,222,248,-2
10,25,1239,40,11,1772,1813,533,533,574,-2
5,29,1362,40,6,1813,1855,451,451,493,-2
1,26,1251,70,2,1856,1926,605,605,675,-2
20,44,1822,25,21,1926,1952,104,104,130,-2
16,35,1599,25,17,1952,1979,353,353,380,-2
8,21,1044,100,9,1979,2080,935,935,1036,-2
12,37,1641,100,13,2080,2181,439,439,540,-2
7,23,1208,25,8,2185,2211,977,977,1003,-2
17,39,1717,65,18,2216,2283,499,499,566,-2
13,32,1515,25,14,2283,2309,768,768,794,-2
3,30,1453,70,4,2310,2381,857,857,928,-2
17,54,2334,25,18,2381,2407,47,47,73,-2
15,34,1589,25,16,2407,2434,818,818,845,-2
0,42,1783,60,1,2434,2495,651,651,712,-2
18,41,1743,70,19,2495,2566,752,752,823,-2
20,50,2103,100,21,2567,2668,464,464,565,-2
10,46,1924,50,11,2668,2719,744,744,795,-2
19,43,1820,50,20,2719,2777,899,899,957,-2
21,45,1877,65,22,2777,2852,900,900,975,-2
15,63,2535,20,16,2852,2876,317,317,341,-2
8,51,2201,25,9,2877,2910,676,676,709,-2
22,47,1943,25,23,2910,2943,967,967,1000,-2
5,48,1966,50,6,2943,3001,977,977,1035,-2
33,72,2852,100,34,3001,3108,149,149,256,-2
18,68,2717,20,19,3108,3132,391,391,415,-2
27,59,2455,25,28,3133,3168,678,678,713,-2
32,71,2836,75,33,3169,3252,333,333,416,-2
6,36,1619,75,7,3252,3335,1633,1633,1716,-2
0,66,2606,60,1,3335,3411,729,729,805,-2
