patronID,orderID,arrivalTime,burstTime,priority,serviceStartTime,completionTime,responseTime,waitingTime,turnaroundTime,queueLevel
0,0,207,25,1,210,238,3,3,31,-1
1,1,207,25,2,270,297,63,63,90,-1
0,2,340,25,1,340,367,0,0,27,-1
2,3,343,200,3,368,569,25,25,226,-1
0,4,468,20,1,570,590,102,102,122,-1
2,6,580,25,3,591,617,11,11,37,-1
0,7,594,60,1,617,679,23,23,85,-1
3,5,577,70,4,680,751,103,103,174,-1
2,8,768,25,3,769,794,1,1,26,-1
0,10,791,25,1,794,821,3,3,30,-1
4,9,776,60,5,822,883,46,46,107,-1
3,11,903,25,4,903,930,0,0,27,-1
2,12,946,40,3,946,987,0,0,41,-1
3,13,1031,75,4,1031,1106,0,0,75,-1
2,15,1098,25,3,1118,1145,20,20,47,-1
5,14,1041,75,6,1145,1221,104,104,180,-1
3,16,1217,40,4,1221,1263,4,4,46,-1
2,17,1246,20,3,1263,1284,17,17,38,-1
6,18,1266,100,7,1284,1386,18,18,120,-1
5,20,1303,25,6,1387,1412,84,84,109,-1
3,21,1374,100,4,1412,1513,38,38,139,-1
6,22,1507,75,7,1513,1589,6,6,82,-1
5,23,1563,25,6,1590,1616,27,27,53,-1
2,19,1289,200,3,1616,1817,327,327,528,-1
6,25,1670,40,7,1817,1859,147,147,189,-1
3,24,1634,60,4,1860,1921,226,226,287,-1
7,26,1716,70,8,1921,1993,205,205,277,-1
8,27,1820,100,9,1993,2094,173,173,274,-1
3,28,2033,50,4,2094,2146,61,61,113,-1
7,29,2144,40,8,2146,2187,2,2,43,-1
8,30,2216,70,9,2216,2287,0,0,71,-1
9,31,2423,40,10,2423,2465,0,0,42,-1
8,32,2438,25,9,2466,2492,28,28,54,-1
10,33,2485,25,11,2492,2519,7,7,34,-1
11,34,2533,25,12,2533,2558,0,0,25,-1
8,35,2643,25,9,2643,2669,0,0,26,-1
11,36,2659,75,12,2670,2747,11,11,88,-1
10,37,2671,100,11,2747,2849,76,76,178,-1
12,39,2829,65,13,2849,2915,20,20,86,-1
8,38,2771,100,9,2916,3017,145,145,246,-1
10,42,2971,60,11,3018,3080,47,47,109,-1
13,43,3030,50,14,3080,3131,50,50,101,-1
12,41,2966,70,13,3131,3203,165,165,237,-1
8,44,3144,25,9,3203,3230,59,59,86,-1
14,46,3206,50,15,3231,3281,25,25,75,-1
10,45,3190,65,11,3281,3348,91,91,158,-1
11,40,2858,200,12,3348,3549,490,490,691,-1
12,47,3354,25,13,3549,3575,195,195,221,-1
11,51,3560,25,12,3575,3602,15,15,42,-1
8,48,3381,50,9,3602,3653,221,221,272,-1
15,49,3381,100,16,3653,3755,272,272,374,-1
12,53,3728,20,13,3756,3777,28,28,49,-1
11,54,3753,25,12,3777,3804,24,24,51,-1
16,52,3715,60,17,3805,3866,90,90,151,-1
12,55,3780,70,13,3866,3937,86,86,157,-1
14,50,3381,100,15,3939,4040,558,558,659,-1
11,57,3957,25,12,4040,4067,83,83,110,-1
16,58,3977,40,17,4068,4108,91,91,131,-1
12,59,4089,25,13,4108,4135,19,19,46,-1
17,60,4118,50,18,4135,4186,17,17,68,-1
15,56,3877,100,16,4186,4288,309,309,411,-1
16,63,4219,20,17,4288,4309,69,69,90,-1
11,62,4218,25,12,4309,4336,91,91,118,-1
19,68,4329,20,20,4336,4368,7,7,39,-1
16,67,4313,25,17,4369,4395,56,56,82,-1
17,66,4288,60,18,4395,4461,107,107,173,-1
19,69,4372,65,20,4461,4528,89,89,156,-1
15,70,4411,70,16,4528,4613,117,117,202,-1
17,71,4579,75,18,4613,4689,34,34,110,-1
14,61,4161,200,15,4689,4898,528,528,737,-1
17,73,4782,25,18,4898,4924,116,116,142,-1
15,72,4765,100,16,4924,5025,159,159,260,-1
14,74,4913,100,15,5025,5137,112,112,224,-1
17,75,5081,60,18,5137,5210,56,56,129,-1
15,76,5153,75,16,5210,5286,57,57,133,-1
14,77,5271,70,15,5286,5367,15,15,96,-1
17,78,5326,25,18,5367,5394,41,41,68,-1
18,64,4231,200,19,5394,5600,1163,1163,1369,-1
17,80,5559,20,18,5601,5625,42,42,66,-1
14,79,5518,25,15,5626,5651,108,108,133,-1
18,81,5617,25,19,5651,5678,34,34,61,-1
12,65,4236,200,13,5678,5885,1442,1442,1649,-1
18,82,5835,60,19,5885,5951,50,50,116,-1
12,83,5901,25,13,5951,5978,50,50,77,-1
